Descripcion;IdArticu;StockActual;FechaUltimaEntrada;FechaCaducidad;Puc;Pmc;Pvp;ProveedorHabitual;Laboratorio
MEDIA CORTA (A-D) COMP NORMAL FARMALASTIC NEGRA;306035;0;2019-08-06 00:00:00.000;NULL;13.35686;13.36;19.5; ;P0111
AVENE CLEANANCE HYDRA CREMA LIMPIADORA 200ML;306042;0;2022-03-19 00:00:00.000;NULL;13.1248;11.6;16.95; ;P0147
AVENE CLEANANCE HYDRA CREMA  CALMANTE 40 ML;306044;9;2023-10-25 00:00:00.000;2025-07-01 00:00:00.000;12.924142;12.92;18.5; ;P0147
NEOSITRIN ANTIPIOJOS 100 ML;306045;0;2019-07-11 00:00:00.000;NULL;15.3838;15.38;20.5; ;P0805
MEDIA CORTA (A-D) COMP NORMAL FARMALASTIC NEGRA;306050;0;2022-07-19 00:00:00.000;NULL;13.3554;13.36;19.5; ;P0111
BIBERON PC T LATEX FIRST CHOICE 300 CC T2;306068;1;2023-11-13 00:00:00.000;NULL;7.07982;7.08;9.95; ;P2801
BIBERON LATEX 2L NUK BOCA ESTRECHA 330 ML;306076;0;2018-10-17 00:00:00.000;NULL;4.4899;4.49;9.95; ;P0054
BASENTABS PH-BALANCE PASCOE 100 COMP;306150;0;2019-06-18 00:00:00.000;NULL;12.26514;12.27;16.8; ;P0440
REMODENT PLUS JUNIOR PASTA LIMPIEZA APARATO DENT;306226;0;2015-03-04 00:00:00.000;NULL;6.1144;6.11;8.75; ;P0155
RHINOMER BREATHE RIGHT TIRA NASAL PEQ 10 U;306233;2;2023-05-17 00:00:00.000;2024-09-01 00:00:00.000;6.0833;6.18;9.95; ;P1521
RHINOMER BREATHE RIGHT TIRA NASAL MED-GDE 10 U;306241;8;2023-05-17 00:00:00.000;2027-08-01 00:00:00.000;6.0833;6.11;9.95; ;P1521
SEBOVALIS CHAMPU TRATANTE 200 ML;306274;1;2022-05-02 00:00:00.000;2024-11-01 00:00:00.000;12.35498;12.36;15.95; ;P0526
UNGLAX CREMA NUTRITIVA 15 ML;306282;0;2021-11-23 00:00:00.000;NULL;4.5337;4.53;6.95; ;P0599
PENDIENTE DE ASIGNACIÓN;306284;0;NULL;NULL;0;0;0; ; 
NOVOSAL SAL DIETETICA HIPOSODICA 500 G;306290;0;2016-02-09 00:00:00.000;NULL;5.2155;5.22;7.54; ;P0320
MUVAGYN GEL MONODOSIS 5 ML 8 U;306308;1;2022-02-11 00:00:00.000;2024-05-01 00:00:00.000;10.55032;11.24;19.45; ;P0795
HYDRAPHASE YEUX, EYES  ANTIBOLSAS LA ROCHE POSAY;306365;2;2023-08-01 00:00:00.000;2026-03-01 00:00:00.000;13.78104;13.78;20.95; ;P0508
SKINCEUTICALS MICRO POLISH EXFOLIACION PROFUNDA;306454;0;NULL;NULL;0;0;0; ;P0510
SKINCEUTICALS SIMPLY CLEAN + GEL LIMP P GRASA 25;306455;0;NULL;NULL;24.43;24.43;34.9; ;P0510
GUM CEP DENT ORTHO R124;306472;0;NULL;NULL;0;0;5.38; ;P0587
GUM ESTIMULADOR ENCIAS R600;306506;0;2022-08-13 00:00:00.000;NULL;4.39176;4.39;6.74; ; 
ESPEJO DENTAL GUM- 706 LOCALIZADOR DE PLACA;306514;0;2017-03-03 00:00:00.000;NULL;4.1195;4.12;5.5; ;P0587
ASPOMA 14 AMPOLLAS 5,5 ML;306555;0;2016-09-02 00:00:00.000;NULL;29.7996;29.8;43; ;P0057
SKINCEUTICALS PHYTO CORRECTIVE HIDRATANTE 30 ML;306671;3;2023-05-26 00:00:00.000;NULL;47.6726;47.67;73.95; ;P0510
SKINCEUTICALS GENTLE CLEANSER LIMPIADOR P SECA 2;306672;0;2017-05-03 00:00:00.000;NULL;21.1764;21.18;34.9; ;P0510
SKINCEUTICALS EQUALIZING TONER TONICO 200 ML;306674;0;2021-09-17 00:00:00.000;NULL;26.7567978;26.76;43.7; ;P0510
SKINCEUTICALS SERUM 10 TTO DUAL ANTIOXIDANTE 30;306678;7;2023-01-26 00:00:00.000;NULL;60.5733;59.42;93.95; ;P0510
PANTY CABALLERO COMPRESION NORMAL FARMALASTIC TA;306696;0;2022-11-15 00:00:00.000;NULL;18.2385;18.24;20.66; ;P0111
SUAVINEX SET(MOSDEDOR/CHUP.FISIOL.0-6/BROCHE/POR;306728;0;2020-03-15 00:00:00.000;NULL;13.9703;13.97;20.95; ;P0815
TE VERDE AMPOLLAS 10 VIALES;306746;0;2018-08-28 00:00:00.000;NULL;10.104;10.1;13.95;0099;P1016
MELA-D MANOS LA ROCHE POSAY 50 ML;306829;0;NULL;NULL;0;0;0; ;P0508
NESTLE PERA/PLATANO/MANZANA Y NARANJA 130 G 2 U;307157;0;2019-06-10 00:00:00.000;NULL;1.2031;1.2;1.5; ;P0420
SKINCEUTICALS PHYTO CORRECTIVE ESSENCE MIST 1 EN;307191;2;2023-05-26 00:00:00.000;NULL;38.0875;38.09;58.95; ;P0510
VENDA TUBULAR TUBIFAST 5 CM X 10 M;307197;0;NULL;NULL;0;0;0; ;P0898
MEDIA CORTA (A-D) COMP NORMAL FARMALASTIC NEGRA;307231;0;2023-09-25 00:00:00.000;NULL;13.36;13.36;17.95; ;P0111
MEDIA CORTA (A-D) COMP NORMAL FARMALASTIC NEGRA;307249;0;2023-03-14 00:00:00.000;NULL;13.35686;13.36;19.54; ;P0111
TIRAS REACTIVAS GLUCEMIA ACCU-CHEK COMPACT 51 U;307306;0;2018-01-05 00:00:00.000;NULL;31.4522;31.14;45.47; ;P1856
PANTY COMP NORMAL 140 DEN FARMALASTIC CAMEL T- P;307413;0;2023-02-21 00:00:00.000;NULL;17.53436;17.53;24.5; ;P0111
PANTY COMP NORMAL 140 DEN FARMALASTIC CAMEL T- M;307496;0;2021-07-13 00:00:00.000;NULL;17.53436;17.53;24.5; ;P0111
PANTY COMP NORMAL 140 DEN FARMALASTIC CAMEL T- G;307710;0;2022-01-25 00:00:00.000;NULL;17.53436;17.53;24.5; ;P0111
PANTY COMP NORMAL 140 DEN FARMALASTIC CAMEL T- E;307728;0;2019-01-16 00:00:00.000;NULL;17.5344;17.53;24.5; ;P0111
PANTY COMP NORMAL 140 DEN FARMALASTIC NEGRO T- R;307793;0;2018-11-07 00:00:00.000;NULL;18.1025;0;25.3; ;P0111
PANTY COMP NORMAL 140 DEN FARMALASTIC BEIGE T- R;307801;0;2019-11-29 00:00:00.000;NULL;18.1025;18.1;26.5; ;P0111
CHUPETE SUAVINEX GOLD 0-6 M SILICONA;307847;0;2022-03-02 00:00:00.000;NULL;3.9859;3.99;3.99; ;P0815
CHUPETE SUAVINEX GOLD 6-18 M SILICONA;307848;0;2022-03-02 00:00:00.000;NULL;3.9859;3.99;3.99; ;P0815
CHUPETE SUAVINEX GOLD +18 M SILICONA;307849;0;2022-03-02 00:00:00.000;NULL;3.9859;3.99;3.99; ;P0815
BROCHE SUAVINEX GOLD CON CADENA;307850;0;2022-03-02 00:00:00.000;NULL;4.3993;4.4;4.4; ;P0815
BIBE SUAVINEX GOLD 150 ML FISIO T.S;307851;0;2022-03-02 00:00:00.000;NULL;7.0707;7.07;7.07; ;P0815
BIBE SUAVINEX GOLD 270 ML FISIO T.M;307852;0;2022-03-02 00:00:00.000;NULL;7.41;7.41;7.41; ;P0815
BIBE SUAVINEX GOLD 360 ML FISIO T.L;307853;0;2022-03-02 00:00:00.000;NULL;7.7704;7.77;7.77; ;P0815
SUAVINEX SET GOLD BIBE+CHUPE+BROCHE;307854;0;2022-03-02 00:00:00.000;NULL;14.7654;14.77;14.77; ;P0815
E´LIFEXIR DERMO SENOBELL REAFIRMANTE TONIFICANTE;307898;0;2017-03-28 00:00:00.000;NULL;9.6669;9.67;14.5; ;P0474
SUAVINEX NEVERA CORAL;308006;0;2022-09-28 00:00:00.000;NULL;22.3248;22.32;31.95; ;P0815
SUAVINEX NEVERA MINT;308007;0;2022-09-28 00:00:00.000;NULL;22.3248;22.32;31.95; ;P0815
FEM-INTIM GEL INTIMO 250 ML;308056;0;2016-08-25 00:00:00.000;NULL;5.048;5.05;7.95; ;P0752
YSANA ADELGAZANTE 20 INFUS;308122;0;2017-08-02 00:00:00.000;NULL;4.5456;4.55;6.65; ; 
YSANA ADELGAZANTE 40 INFUS;308171;0;2023-05-15 00:00:00.000;NULL;8.66692;8.67;12.5; ; 
OKARA SILVER CHAMPU ANTI-AMARILLEO RENE 200ML;308197;0;2022-11-09 00:00:00.000;NULL;10.5289;10.53;15.5;0236;P0147
ACEITE PARA MASAJE ANTIESTRIAS 100 ML -WELEDA-;308199;0;2019-06-12 00:00:00.000;NULL;15.91382;15.26;21.8;0032;P0205
ATOPISES LECHE CORPORAL 1 ENVASE 400 ML;308540;0;2023-08-07 00:00:00.000;NULL;18.63974;18.64;23.95; ;P0526
ATOPISES C HIDRATANTE P EXTREMADMENTE SECA 50 ML;308543;0;2021-03-26 00:00:00.000;NULL;15.1692;15.17;15.95; ;P0526
EFFACLAR H ISOBIOME CREMA LAVANT 1 ENVASE 400 ML;308548;0;2023-10-29 00:00:00.000;NULL;21.34042;21.34;29.95; ;P0508
BLEVIT PLUS FRUTAS 300 G;308551;0;2016-07-19 00:00:00.000;NULL;3.75;3.75;4.5; ;P0642
BLEVIT PLUS ARROZ 300 G;308650;0;2018-03-22 00:00:00.000;NULL;3.9658;3.97;4.95; ;P0642
ARTILANE  MONODOSIS 15 AMP. (EN RETIRADA);308745;0;2019-04-03 00:00:00.000;NULL;16.231;16.23;24.5; ;P0452
SALTRATOS GEL FRIO PIERNAS 150 ML;308749;0;NULL;NULL;0;0;0; ;P0599
COMPLIDERMOL 5ALFA 60 CAPS;308757;1;2023-11-02 00:00:00.000;2027-07-01 00:00:00.000;16.66544;16.67;27.95; ;P0493
LIERAC COMFORT MASK CREMA ENRIQUECIDA 50 ML;308761;0;2014-09-10 00:00:00.000;NULL;15.9189;15.76;25; ;P0708
BEXIDENT ENCIAS GEL DENTIFIRICO 75 ML;308768;0;2023-06-20 00:00:00.000;NULL;5.76734;5.77;8.95; ;P0666
GINENATAL FORTE 30 CAPS;308769;1;2022-01-14 00:00:00.000;2024-07-01 00:00:00.000;8.7408;8.74;13.95; ;P0727
GELIOFIL GEL 7 U;308841;0;2019-07-15 00:00:00.000;NULL;18.2;18.2;26.5; ;P0760
LECITINA DE SOJA LECISOR 400 G;308882;0;2018-01-23 00:00:00.000;NULL;8.5221;8.52;11.5; ;P0450
PANTY COMP NORMAL 140 DEN JOBST MEDICAL LEGWEAR;308916;1;2017-07-24 00:00:00.000;NULL;21.6227;21.62;29.95; ;P0937
PANTY COMP NORMAL 140 DEN FARMALASTIC BEIGE T- R;308981;0;2023-06-06 00:00:00.000;NULL;18.1025;18.1;26.5; ;P0111
VITIVEN GEL PIERNAS LIG 150 ML;309112;0;2021-08-02 00:00:00.000;NULL;6.60026;6.13;9.08; ;P1016
MEDIA LARGA (A-F) COMPRESION NORMAL 140 DEN JOBS;309195;0;2023-08-01 00:00:00.000;NULL;14.5934;14.59;21.95; ;P0937
PANTY COMP NORMAL 140 DEN FARMALASTIC NEGRO T- R;309294;0;2019-01-07 00:00:00.000;NULL;17.981617632;18.1;24.95; ;P0111
ORAL B RECAMBIO SENSITIVE CLEAN;309328;0;2015-01-08 00:00:00.000;NULL;9.8118;9.61;13.95;0231;P0112
PANTY COMP NORMAL 140 DEN FARMALASTIC CAPUCHINO;309336;0;2021-12-04 00:00:00.000;NULL;17.53436;17.53;23.95; ;P0111
PENTODERM CREMA 50 G;309419;0;2019-01-16 00:00:00.000;NULL;5.569872336;5.57;8.21; ;P1011
SYNDET PROTECTOR EUCERIN PIEL SENSIBLE PH-5 100;309427;0;2019-01-23 00:00:00.000;NULL;4.3665;4.37;6.83; ;P0564
LACER OROS PASTA 125 ML;309443;10;2023-10-26 00:00:00.000;2025-05-01 00:00:00.000;5.1111;5.11;7.65; ;P0318
LIPER-OIL CHAMPU 200 ML;309534;1;2023-05-13 00:00:00.000;NULL;13.65484;13.65;19.5; ;P0057
RHINOMER BREATHE RIGHT TIRA NASAL TRANS M-G 10U;309591;0;2018-08-23 00:00:00.000;NULL;5.16789;5.17;8.95; ;P0071
PANTY COMP NORMAL 140 DEN FARMALASTIC CAPUCHINO;309708;0;2022-03-21 00:00:00.000;NULL;17.53436;17.53;24.5; ;P0111
PANTY COMP NORMAL 140 DEN FARMALASTIC CAPUCHINO;309732;0;2020-01-12 00:00:00.000;NULL;17.53;17.53;24.5; ;P0111
ONAGRA ACEITE AQUILEA 100 CAPS;309781;0;2016-11-09 00:00:00.000;NULL;6.9848;6.98;13.95; ;P0736
TOPICREM AH SOLAR 36 CAPS ( ANTES THEAVIT );309799;0;2019-10-17 00:00:00.000;NULL;21.70072;21.7;31.5; ;P1326
AVENA UNIPHARMA LOCION JABONOSA 500 ML;309898;1;2023-10-30 00:00:00.000;2027-09-01 00:00:00.000;10.51246;10.51;15.82; ;P0285
TRIETAL 500 ML;309922;0;2023-08-25 00:00:00.000;NULL;15.13138;15.13;23.95; ;P0285
SIKEN FORM BARRITA YOGUR;309930;0;NULL;NULL;0;0;0; ;P0186
AVENE LECHE CORPORAL SPF50+ 100 ML;309971;0;2021-02-17 00:00:00.000;NULL;10.95;10.76;16.95; ;P0147
BLEVIT PLUS 5 CEREALES 700 G;310003;0;2023-07-29 00:00:00.000;NULL;7.73116;7.73;7.95; ;P0642
Q10 ACTIVE ANTIARRUGAS CREMA EUCERIN CUTIS SENSI;310060;0;2020-03-17 00:00:00.000;NULL;22.76648;22.77;29.95; ;P0564
URGO QUEMADURA HIDROCOLOIDE 6 U;310128;0;2022-09-05 00:00:00.000;NULL;8.2993;8.3;10.95; ;P8001
ESPONJA FARMESPONGE GENOVE BAÑO;310276;0;2016-02-17 00:00:00.000;NULL;5.149;5.28;8.95; ;P0227
ESPONJA FARMESPONGE GENOVE DUCHA;310284;1;2023-02-09 00:00:00.000;2024-05-01 00:00:00.000;6.6918;6.69;8.95; ;P0227
ESPONJA FARMESPONGE GENOVE BEBE;310292;1;2023-10-16 00:00:00.000;NULL;4.51796;4.52;6.75; ;P0227
ESPONJA FARMESPONGE GENOVE;310300;0;2016-05-18 00:00:00.000;NULL;2.9026;2.9;3.95; ;P0227
GOIBI XTREME A/MOSQUITOS SPRAY 75ML;310601;6;2023-10-11 00:00:00.000;2024-12-01 00:00:00.000;5.1553;5.16;8.95; ;P0111
GOIBI XTREME ANTIMOSQUITOS TROPICAL TOALLITAS RE;310602;3;2023-07-21 00:00:00.000;2025-10-01 00:00:00.000;5.16;5.16;9.5; ;P0111
ADDERMIS 60 TOALLITAS;310995;0;2021-06-12 00:00:00.000;NULL;4.7956;0;7; ; 
SUAVINEX CREMA CUIDADO PEZON 20 ML;311146;0;2022-01-20 00:00:00.000;NULL;6.01974;6.02;9.95; ;P0815
SUAVINEX PEDIATRIC CREMA DEL PAÑAL 75 ML;311147;6;2023-09-19 00:00:00.000;NULL;5.118672;5.12;7.75;0099;P0815
SUAVINEX PEDIATRIC GEL CHAMPU 400 ML;311149;0;2016-11-15 00:00:00.000;NULL;4.4801;4.48;8.95; ;P0815
SUAVINEX PEDIATRIC LOCION HIDRATANTE MASAJE 400;311151;0;2017-06-16 00:00:00.000;NULL;5.2878;5.29;9.95;0099;P0815
COREGA CREMA EXT-FTE S/SABOR 40G;311161;7;2023-10-17 00:00:00.000;2025-07-01 00:00:00.000;6.4684;6.38;9.75; ;P0071
BLEVIT PLUS DUPLO 8 CEREALES+MIEL+FRUTAS 700 GR;311163;0;2016-02-17 00:00:00.000;NULL;7.5095;7.51;9.95; ;P0642
BLEVIT PLUS DUPLO 8 CEREALES CON MIEL Y GALLETAS;311164;0;2023-03-23 00:00:00.000;NULL;8.31044;8.31;8.95; ;P0642
BLEVIT PLUS DUPLO 8 CEREALES Y FRUTAS 600GR;311168;0;2023-09-28 00:00:00.000;NULL;10.11512;10.12;10.95; ;P0642
BLEVIT PLUS DUPLO 8 CEREALES Y GALLETAS 600GR;311169;2;2023-06-27 00:00:00.000;2024-06-01 00:00:00.000;8.1135962;8.11;9.95; ;P0642
BLEVIT PLUS DUPLO 8 CEREALES Y YOGUR 600 G;311170;0;2017-12-15 00:00:00.000;NULL;7.5095;7.51;7.95; ;P0642
OPTIFAST BARRIT CAPPUCCIN 6/60 G;311201;0;2021-01-13 00:00:00.000;NULL;9.81;9.81;15.95; ;P0800
LETI AT-4 INTENSIVE CREMA 100 ML;311205;5;2023-05-17 00:00:00.000;NULL;15.214672;15.21;22.95; ;P0752
CLAIRIAL C10 DESPIG INTENS 50 ML;311206;0;2016-07-13 00:00:00.000;NULL;24.316;24.32;35.15; ;P0839
ORINAL BOTELLA MASCULINA ACOFAR 1 UNIDAD 1 L;311215;0;NULL;NULL;0;0;0;0001;P0942
ACOFAR BOTE CONTENEDOR ORINA 24 H 2 L;311216;3;2023-10-25 00:00:00.000;2028-05-01 00:00:00.000;1.0727;1.07;2.75;0001;P0942
ENVASE ORINA /HECES CON ESPATULA;311218;9;2023-11-09 00:00:00.000;2026-12-01 00:00:00.000;0.1893;0.19;0.8;0001;P0942
GENOSUN ORAL 30 COMP;311238;0;2023-08-05 00:00:00.000;NULL;19.29448;17.48;25.51; ;P0227
PANTY COMP LIGERA FARMALASTIC 40 DEN CAMEL T- SG;311308;1;2019-02-07 00:00:00.000;NULL;8.7672;0;12.8; ;P0111
TOLERIANE RICHE 40 ML;311647;0;2021-02-05 00:00:00.000;NULL;12.3297;12.33;18.95; ;P0508
NATIVA 1 PROEXCEL 800 G;311811;0;NULL;NULL;0;0;0; ;P0420
TIRAS REACTIVAS GLUCEMIA ONETOUCH ULTRA 50 U;311860;0;2017-08-17 00:00:00.000;NULL;28.6855;28.69;44.13; ;P0069
ONE TOUCH ULTRASOFT 100 LANCETAS;311894;0;2020-07-30 00:00:00.000;NULL;10.04552;10.05;14.66; ;P0069
CUMLAUDE LAB: REGENERUM 40 ML;311954;5;2023-09-22 00:00:00.000;2027-08-01 00:00:00.000;9.6591;9.72;14.5; ;P0727
A-DERMA EXOMEGA GEL-CHAMPU 500 ML;311955;1;2023-10-25 00:00:00.000;2026-05-01 00:00:00.000;8.277458;8.28;11.9; ;P0147
TIRAS REACTIVAS GLUCEMIA BREEZE 2 DISCO DE TIRAS;311962;0;2017-09-14 00:00:00.000;NULL;31.3257;31.33;47.01; ;P2102
ACOFARDERM GEL LECHE ALGODON 750ML;312345;0;2021-03-23 00:00:00.000;NULL;2.6257;2.63;2.5;0001;P0942
CHUPETE CAUCHO CHICCO TODOGOMA ANATOMICO NATURAL;312346;0;2016-10-27 00:00:00.000;NULL;2.9;2.9;5.95; ;P0972
CHUPETE CAUCHO CHICCO TODOGOMA ANATOMICO NATURAL;312347;0;2016-03-17 00:00:00.000;NULL;2.9;2.9;4.95; ;P0972
CHUPETE CAUCHO CHICCO TODOGOMA ANAT. +4 M;312349;0;2017-01-04 00:00:00.000;NULL;3.028;3.95;6.95; ;P0972
BEGOBAÑO ESPONJA ENJABONADA DESECHABLE 30 ESPONJ;312371;0;NULL;NULL;0;0;0; ;P0023
TROFOLASTIN REDUCTOR DE CICATRICES PERIAREOLAR 3;313091;0;2022-05-11 00:00:00.000;NULL;37.8385;37.84;47.95; ;P0805
HANSAPLAST MED SENSITIVE  20 U;313361;0;2019-02-05 00:00:00.000;NULL;1.2446;1.24;2.95; ;P0564
BIODERMA SENSIBIO FORTE CREMA  40 ML;313544;2;2023-05-29 00:00:00.000;2025-09-01 00:00:00.000;13.577858;13.58;20.25; ;P0830
DUREX FANTASY 8 U;313559;0;2017-01-04 00:00:00.000;NULL;4.253;3.47;5.75; ;P0342
HALITA LIMPIADOR LINGUAL;313585;14;2023-09-11 00:00:00.000;2026-08-01 00:00:00.000;3.5592;3.56;5.25; ;P0734
CHUPETE BIBI SILICONA BASIC CARE +16 MESES;313593;0;2016-04-14 00:00:00.000;NULL;3.4074;3.41;5.35; ;P1670
VICHY TRATAMIENTO DESODORANTE 7 DIAS;313791;3;2023-06-01 00:00:00.000;NULL;8.68256;8.68;13.5; ;P0124
DERMOSUL PH5 JABON LIQUIDO PARA EL BAÑO 1 ENVASE;313924;0;2023-08-03 00:00:00.000;NULL;6.8148;6.81;9.95; ;P0285
LACTODERMOL PH 5.5 750 ML;313940;1;2023-03-15 00:00:00.000;2027-02-01 00:00:00.000;6.941;6.94;9.95; ;P0285
DERMIUREA UREA 20% CREMA 200ML;313957;0;2023-08-29 00:00:00.000;NULL;9.54072;9.54;15.19; ;P0285
DERMIUREA UREA  5% 200 ML;313965;0;2023-09-28 00:00:00.000;NULL;7.81178;7.81;12.8; ;P0285
DERMIUREA UREA 10% CREMA 200ML;313973;1;2023-04-05 00:00:00.000;NULL;9.56596;9.57;13.96; ;P0285
DESULPIR AZUFRADO 200 ML;313981;0;2021-04-22 00:00:00.000;NULL;8.46802;8.47;12.35; ;P0285
ACON 200 ML;313999;1;2023-11-03 00:00:00.000;2027-11-01 00:00:00.000;7.59724;7.6;11.95; ;P0285
TAR-PLUS EMOLIENTE ACEITE HIDRATANTE 500 ML;314013;0;2023-05-12 00:00:00.000;NULL;20.64632;20.65;29.95; ;P0285
TAR-PLUS LIQUIDO 200 ML;314021;0;2023-09-05 00:00:00.000;NULL;11.47158;10.84;15.39; ;P0285
EMOIL LIQUIDO ACEITE HIDRATANTE 200 ML;314039;0;2023-02-22 00:00:00.000;NULL;10.33578;10.34;14.95; ;P0285
SESDERMA MEN GEL CONTORNO DE OJOS 15 ML;314184;0;2019-04-30 00:00:00.000;NULL;14.5635;14.56;19.95; ;P0526
SESDERMA MEN SUPREME LOCION FACIAL ANTIENVEJECIM;314185;0;2021-04-17 00:00:00.000;NULL;16.3934;16.39;25.5; ;P0526
SESDERMA MEN HYDRA BOOST LOC. FACIAL HIDRATANTE;314186;0;2021-11-09 00:00:00.000;NULL;11.7492;0;17.95; ;P0526
SESDERMA MEN ABSOLUT FORCE LOCION FACIAL REVITAL;314188;12;2023-10-16 00:00:00.000;2026-06-01 00:00:00.000;22.1249;22.12;33.5; ;P0526
EFFACLAR H ISOBIOBIOMA (HIDRA COMPEN CALMANT;314193;6;2023-09-13 00:00:00.000;2024-05-01 00:00:00.000;12.0166;12.23;17.95; ;P0508
HELIX ACTIVE CREMA 50 G;314249;0;NULL;NULL;0;0;0; ;P0548
PANTY COMPRESION LIGERA 40 DEN FARMALASTIC TALLA;314286;0;NULL;NULL;0;0;0; ;P0111
BEROCCA 15 COMP EFERV;314641;0;2015-04-23 00:00:00.000;NULL;7.1485;7.15;9.95; ;P0043
MUSTELA BEBE CHAMPU RECIEN NACIDO 150 ML;314997;4;2023-09-21 00:00:00.000;2025-07-01 00:00:00.000;6.31;6.31;9.5; ;P0530
PANTY COMP LIGERA 70 DEN FARMALASTIC CAMEL T- ME;315127;0;2020-06-04 00:00:00.000;NULL;14.24;14.24;20.79; ;P0111
PANTY COMP LIGERA FARMALASTIC 40 DEN NEGRO T- PE;315150;0;2017-01-16 00:00:00.000;NULL;8.7648;8.76;12.8; ;P0111
PANTY COMP LIGERA 70 DEN FARMALASTIC CAMEL T- GD;315184;0;2020-12-04 00:00:00.000;NULL;14.23692;14.23;20.79; ;P0111
COMPRESAS TOCOLOGICAS FARMACONFORT HIPOALERGENIC;315253;3;2023-11-17 00:00:00.000;NULL;2.8006;2.8;6.5; ;P0553
COMPRESA FARMACONF NOCH ALA 10;315254;2;2023-11-17 00:00:00.000;NULL;3.1141;3.11;5.75; ;P0553
PROTEGE-SLIP 100%ALGODON FARMACONFORT ULTRAFINO;315255;3;2023-11-19 00:00:00.000;2025-09-01 00:00:00.000;3.2186;3.13;4.95; ;P0553
TAMPONES 100%ALGODON FARMACONFORT MINI 18 U;315256;0;2018-07-13 00:00:00.000;NULL;2.863;2.86;4.15; ;P0553
TAMPONES 100%ALGODON FARMACONFORT CON APLICADOR;315257;0;2019-10-29 00:00:00.000;NULL;3.24334;3.24;4.17; ;P0553
KETOPIROX DS CHAMPU CASPA/GRASA;315259;0;2019-01-12 00:00:00.000;NULL;13.7558;13.76;20.08; ;P0666
BREATHE RIGHT TIRAS NASALES BALS MED-GDE 8 U;315283;0;2019-07-15 00:00:00.000;NULL;6.89052;6.89;9.95; ;P0071
TUBO DE ALUM 22X145MM 30ML 40U;315499;0;NULL;NULL;12.82;12.82;0.6; ;P0938
TAMPONES 100%ALGODON FARMACONFORT SUPER PLUS 14;315510;1;2023-10-28 00:00:00.000;NULL;2.7797;2.78;4.17; ;P0553
KETOPIROX CHAMPU CASPA;315515;0;2018-10-22 00:00:00.000;NULL;12.0395;12.04;17.75; ;P0666
RETILUT 60 CAP;315518;1;2023-11-11 00:00:00.000;2025-06-01 00:00:00.000;25.1207;25.12;36.6; ;P0788
GERMINAL ACCION INMEDIATA 1,5 ML 10 AMP;315663;1;2023-07-20 00:00:00.000;NULL;16.26718;16.27;22.95; ;P0015
HANSAPLAST MED APOSITOS CALLOS 10 U;315671;21;2023-05-12 00:00:00.000;2025-01-01 00:00:00.000;1.3836;1.33;2.5; ;P0564
TETINA NUK LATEX FISURA PALATINA;315705;0;2018-09-21 00:00:00.000;NULL;11.1475;11.15;14.95;0029;P0054
COMPRESA MATERNITY ALGODON 20U;315804;0;NULL;NULL;2.71;2.71;0; ; 
VICHY NEOVADIOL CONTORNO DE LABIOS Y OJOS 15 ML;315864;0;2018-01-04 00:00:00.000;NULL;17.5923;17.41;26.95; ;P0124
VICHY HOMME LIFT-ACTIV 30 ML;315865;0;2018-05-28 00:00:00.000;NULL;17.9677;17.97;27.95; ;P0124
SAWES MIEL CON LIMON;315867;0;2011-01-15 00:00:00.000;NULL;1;1;1; ;P0767
AVENE SPF 20 CREMA PROTECCION MEDIA 50 ML;315978;0;2015-07-17 00:00:00.000;NULL;8.9299;8.8;14.95; ;P0147
PENDIENTE DE ASIGNACIÓN;316020;0;NULL;NULL;0;0;0; ; 
OJOSCALM SOL UNICA 360 ML;316133;0;2023-08-18 00:00:00.000;NULL;5.81508;5.82;7.95;0099;P0201
EMOFORM PASTA DENTIFRICA 75 ML;316513;0;2015-03-10 00:00:00.000;NULL;3.9435;3.94;6.25; ;P0883
EMOFORM PASTA 100 ML;316521;0;2015-06-11 00:00:00.000;NULL;5.7979;5.8;8.43; ;P0883
INIBSA GEL DERMAT 1 L;316554;1;2023-06-07 00:00:00.000;2027-01-01 00:00:00.000;3.35692;3.36;5.95; ;P0883
CALCETIN (A-D) COMPRESION NORMAL FARMALASTIC 2 U;316646;0;2022-10-04 00:00:00.000;NULL;10.37134;10.37;11.75; ;P0111
CALCETIN FARMALASTIC NEGRO T- MED;316653;0;2023-10-20 00:00:00.000;NULL;10.8058;10.81;14.5; ;P0111
LETIBALM NARIZ/LABIOS TARRO 10ML;316729;2;2023-11-20 00:00:00.000;NULL;5.52756;5.28;6.95; ;P0752
TUBO ELASTICO RECORTABLE HERBI FEET CON GEL T- L;316740;0;2021-08-11 00:00:00.000;NULL;7.5075;7.51;10.95; ;P0460
CODERA BANDA EPICONDILITIS FARMALASTIC INNOVA CO;316750;3;2023-07-24 00:00:00.000;NULL;5.9738;6.27;10.95; ;P0111
CODERA BANDA EPICONDILITIS FARMALASTIC INNOVA CO;316751;3;2023-03-06 00:00:00.000;NULL;5.9738;5.93;10.95; ;P0111
CODERA +BAND EPICON INNOVA T-P;316753;2;2023-08-22 00:00:00.000;NULL;6.3721;6.24;10.95; ;P0111
LIPPEN DESODORANTE ROLL-ON 50 ML;316927;-1;2020-01-10 00:00:00.000;NULL;3.4579;3.46;4.95; ;P0448
VITIS ANTIAGE PASTA 100 ML;316950;0;2020-12-19 00:00:00.000;NULL;5.25;5.25;7.5; ;P0734
